review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R1UGHCCYN8419,B07R5QD598,5.0 out of 5 stars Almost perfect headphones.,RowNut405,5,"I have had my Powerbeats Pro for about a week now and after a bit of a rocky start and an adjustment period, I find them to be almost perfect headphones. When I first put them on, I was wildly disappointed. They were uncomfortable and sounded tinny with no bass at all. I genuinely believed I would be returning them and getting second gen Air Pods instead. But, given how excited I was for the Powerebeats Pro to come out and the cost, I decided to put in a little effort and give them a chance. It wasn't until about 3 or 4 days in that I decided to keep them.So, if you are like me and think your new Powerbeats Pro sound like garbage when you first put them on and you wonder if all the positive reviewers are high, experiment with all the tips before dismissing the headphones as crap. In-ear buds need a good seal to sound good. I have freakishly small ears so I always start with the smallest tip available when trying out new headphones which usually works for me. Not this time. It sounded awful and I was briefly outraged that I had paid $250 for garbage. It was counter-intuitive, but I finally tried the biggest tips instead which gave me a good seal and let me wear the headphones without having to go as deep into my ears which made them more comfortable too. Once I found the right fit with a good seal, I discovered that yes, in fact, these things do actually have some nice ear-thumping bass. I think the bass is better than original Air Pods but also not overwhelming as Beats products have a reputation for being. It's satisfyingly skull shaking without being distorted and is balanced out nicely by clear highs. I'm not an audiophile by any means, but I won't listen to any old crap either. I like a little bass and good clarity and the Powerbeats Pro deliver.My biggest issue with these is comfort. As I mentioned, I have freakishly small ears and while I have been using Air Pods for a couple years, I was doing so with discomfort. I put up with a little paind because of the convenience of function. I love the automatic connection, the ability to use one bud at a time and charging on the go in the case. So, when I first read about the Powerbeats Pro, I was expecting something that would have the convenience of Air Pods with better comfort and something that wouldn't fall out of my ears all the time. Generally, I do okay with headphones that have different sizes of silicone tips so I was expecting the Powerbeats Pro to be a comfort upgrade. Initially, they actually hurt my ears more than Air Pods, especially my right ear. I fully blame this on my freakishly small ears. I'm one of those people who often finds ""one size fits all"" to be laughably ridiculous. Again, I was determined to love these things so I tinkered a bit to find an acceptable level of discomfort. The largest tip allows me to get a good seal without having to put them in so deep, relieving some pressure and cutting down on pain. When I first tried them, I could only last about 20 minutes before the pain forced me to take them out. After adjusting to find a good angle and replacing the silicone tips with Comply Sport tips, I'm a lot more comfortable and can last 2 or 3 hours before I feel discomfort. Even then, I would call it discomfort and not outright pain. It's discomfort I can live with and not any worse than what I experience with Air Pods. Also, my discomfort is only in my right ear instead of both like I get with Air Pods. Since I go with one bud a lot of the time, I'll just use the left one. No biggie. I can't blame the manufacturer for my tiny ears which is why I'm not taking away a star.On the plus side, the fit is very secure. I have worked out in them several times and they don't budge. I never could work out in Air Pods because they fell out all the time. I can also wear these while laying down which I couldn't do in Air Pods without them falling out periodically. Also, the connection is great. Original Air Pods used to randomly lose connection or not connect when they were supposed to. The chip upgrade in the Powerbeats Pro seems to have resolved this little annoyance. They connect faster and after a week, I haven't experienced a drop or glitch once.The Powerbeats Pro do come with a tradeoff when it comes to the size of the case. If you are used to carrying around Air Pods in your pocket in their tiny case, forget about it with Powerbeats Pro. The case is significantly larger. It goes in a bag or purse without taking up a ton of room but it's too big to fit comfortably in a pocket. The extra battery life for Powerbeats is nice though. I frequently use one bud at a time and used to drain an Air Pod and have to switch ears regularly. I'm using the Powerbeats Pro the same way and haven't drained a bud yet. I'm okay with the bigger case since the better battery life makes me feel secure about leaving the case at home when I need to go bagless.So in summary, these are the best sounding buds I have used. They are super convenient, easy to connect and won't fall out of your ears. If you have normal human sized ears, they will probably be comfortable and the battery life is great. You have to deal with a bigger case but the positive improvements over Air Pods make the size trade-off worth it. If you don't hear the bass, try different tips and twist them around a bit before you give up. Hopefully you won't have to work as hard at it as I did to find your happy place with Powerbeats Pro but the effort has been worth it. These are really great headphones and worth the price.","Reviewed in the United States June 3, 2019",AEZQV6K6UB6ELDP4O35DTDLARIRQ,TRUE,1037,Color: BlackStyle: Powerbeats ProSet: Without AppleCare+
R2WMIQOXTJA88Q,B07R5QD598,5.0 out of 5 stars The best Earphones you will ever buy...,Mike,5,"These are probably the best Bluetooth earbuds I have ever bought. There is one bug, but it is very easy to fix and it rarely happens. Occasionally (I am saying like once every 3 months), the earbuds will disconnect from my device and stop playing sound. The easy fix is to turn off Bluetooth and turn it back on. I have read reviews of similar occurrences and people are thinking it is Bluetooth interference. I do not think that is what it is. Just happens randomly. I use them every day and sometimes I lose connection with no other Bluetooth devices around. But other than one small bug, these earbuds rock! I will use one earbud at a time and rotate them when one earbud is low. Each earbud lasts about 9 hours and the base charges an additional 24 hours, which means I make my earbuds last about 42 hours. Bluetooth range is excellent. Sound quality is excellent. Does get loud but it does not completely cancel out sound (like a vacuum running). Earbuds are very relaxing on the ears and I wear them all day. Works with my 2 computers, Windows and Chromebook. Works with my Samsung S8 and my Samsung tablet. I do have an old iPod touch (gen 2) and it did not support it. But these are made for apple so you will get the most of it using an iPhone. Did some research and with the iPhone, you can use Siri by holding down the button on the earbud and you can get a battery status of the powerbeats on the phone. Android, Windows, and Chromebook do not support these features. Unless there was an update recently and they fixed it. I tested all of this out months ago when I first got my powerbeats. What I love the most about these powerbeats is the security of the earbuds. To sync to new devices, the user must hold down the sync button, then connect. Once connected, the user can connect to the earbuds when they are not connected to another device. Let me give you an example. I have these connected to my laptop, phone, tablet, etc. I can take one earbud with me and put in my pocket. The charging base is at home and I am out doing errands. I can turn on my Bluetooth on my phone, find the powerbeats under Paired Devices, and it connects. I then can disconnect from my phone and connect to my tablet. Once they are connected, they remain connected. It will never switch devices. The earbuds are never in discoverable mode unless you sync them. So, someone else that has Bluetooth on and is searching for a device will not even see it, even though it is not connected to anything. With most Bluetooth devices, if it is on and disconnected, people can see the device. The last thing I will talk about is the sensor in the earbud. So far it works with all my devices. If I take out my earbud, the music or movie that is playing will stop and once I put the earbud back on, it resumes on its own. I guess one thing I do not like is that there is no battery indicator on the charging base. I will use them every day and forget to check the battery life on the charging base. Usually every 2 or 3 days I will charge the base to make sure it is always charged. Whenever the Powerbeats Pro 2 come out, hopefully they add this feature. Like 4 lights on the bottom, indicating 25, 50, 75, and 100%. The 25 should blink when almost dead. But other than that, I love my powerbeats pro!","Reviewed in the United States November 12, 2020",AFCOUVNYR4HCD3YRXCTDVFA6JI3A,TRUE,54,Color: BlackStyle: Powerbeats ProSet: Without AppleCare+
RYGNKCJF3Q2P3,B07R5QD598,5.0 out of 5 stars Glad I waited for the Powerbeats Pro!,Patrick,5,"I want to preface this before I say anything about these headphones: I primarily use headphones for music and podcasts while I am cycling, running, or sitting at my desk at work. I use Spotify for music, and I am not an audiophile. I am not comparing these to a pair of Sennheisers with a lossless audio format as my source. I also am using an iPhone 7+ and iPad Air 2 for my devices in this review.I have been waiting on a getting a pair of truly wireless headphones because none seemed to be worth it to me. The battery life is usually dismal for obvious reasons, and most had complaints of cutouts between the earbuds. Some friends of mine have Air Pods and they all said they didn’t have cutout issues and battery life was pretty good. But, I just didn’t like the design of the Air Pods and they sounded “hollow” to me. But I get their appeal.I am so glad I waited for the Powerbeats Pro (PBP)! I was using the Jaybird X3 before I got these, and I think the sound is on par with them. One of my main annoyances with the X3’s was that the cord would tug once sweat built up on my neck while exercising, and I couldn’t use the cable shortener they provide because of the way my helmet is. I went for a bike ride yesterday with the PBP’s, and they were fantastic! It was a little windy, so I did get a little wind noise. I am hoping Comply makes some tips for these because I think that would make the noise isolation much better. My ride was around 2 hours and I still had 80% left on the PBP battery.Cons:1. The case: it’s actually smaller than I thought, but would still be uncomfortable in a pocket. I think the 9 hour battery life on the actual headphones make this acceptable, but this may be deal breaker for some.2. Ear fatigue: I didn’t have any fatigue during my ride, but my ears were definitely a little sensitive where the hook was resting after I took the headphones off. I’m hoping this gets better as I wear them.3. Like the Air Pods, the PBP’s can only be connected to one device at a time. They will pair to all Apple devices on your iCloud account, but if you want to switch between devices, you have to go into your Bluetooth settings and select them. On Android you will need to pair each device separately.4. I usually listen to a podcast when I go to sleep. These are not comfortable to lay on if you are side sleeper like I am. Also, the button the headphones will get pushed by the pillow. The button doesn’t require much force, which is great because your not shoving the headphones into your ear. Not a huge deal, but just thought I would mention it.Pros:1. Great sound for Truly wireless, I think.2. Great fit for exercise.3. Pretty good sound isolation, but like I said, I am hoping Comply makes some tips for these.4. Actual headphones are smaller than I thought they would be, and they don’t look weird on you when you are just walking down the street.Bottom line, if you use an iOS device and use headphones while exercising, I can’t recommend these enough! In my opinion, the $250 price tag is worth it given where other truly wireless headphones are priced.","Reviewed in the United States May 20, 2019",AFC6P5DEIQ7DYDV66DZV6TBFB3IA,TRUE,1299,Color: BlackStyle: Powerbeats ProSet: Without AppleCare+
R1OI66NEAOV8TP,B07R5QD598,"5.0 out of 5 stars Well done, Beats! I would buy again... and again... and again!!!",Dillon & Cassandra,5,"I have had these for one day now and so far I love them. They are my first Beats and they have lived up to the name. They fit very snugly but also comfortably which has been hard to find. Sound quality is fantastic. I’m not an expert on sound by any means but I am very pleased with the sound from my music, podcasts and even phone calls.I have an iPhone and pairing was almost too easy to the point that I wasn’t sure if they were really paired until I started listening. It also has a nice little display when you open the case near your phone that shows battery level of the earphones as well as the case. (The case charges the earphones when they are in place).They feel very well made which was to be expected as they are Beats (Apple) after all. The case is also very nice. It’s slightly larger than expected but it could easily fit in my jacket pocket so I’m not complaining. The case has a high quality feel to it with one exception: when fully opened, the lid seems to wiggle as if it were a little loose. This was definitely not a deal breaker for me considering I didn’t buy it for the case, but rather the headphones. Just something to be aware of. When you close the case, it resumes the nice feel with a sort of snap that I’m guessing is from a magnet.As I said before, the earphones are very comfortable. I could wear them for hours and not get sore ears. I am not an athlete but I am constantly moving around the house and leaning over etc. and they will stay in until you take them out. Another benefit is that if you slightly twist them forward on your ears, it breaks the seal so that you can hear what’s going on around you, but you can still hear your music etc. it would have been nice if they had integrated the transparency technology that uses the microphones for you to hear through the actually earphones what’s going on around you but this feature works just as well. In the booklet, it mentions adjusting the “around-the-ear” hook but it seems like it just bends to different angles. My only complaint about this product which isn’t really by fault of the beats is that the hooks rub against my glasses a little. It’s not enough to make me return them and I only notice it sometimes. It’s really just a minor nuisance, but if you’re the kind of person that would be bothered by that, don’t get ones with ear hooks. It comes with 4 sets of in-ear rubber pieces. One of them on the earbuds and the other four in the packaging. So far I haven’t switched them out because they felt just fine with the ones that were already on.This brings me to packaging. I thought the packaging was excellent. Again, I expect this from a product made by Apple and I was not at all disappointed. It felt like opening a very intricate gift.Overall, I LOVE this product. I was hesitant about the price to begin with but after having them, I realize it was well worth the sale price of $170. I would even pay the previous price of $200 for them. I would absolutely recommend these! Especially if you have an iPhone (for simplified pairing and connectivity) and if you want something that stays in but doesn’t hurt (who wouldn’t want that??)!","Reviewed in the United States December 6, 2020",AE6VVWAS3GJMQ7KNIXVV7UE37TXA,TRUE,4,Color: BlackStyle: Powerbeats ProSet: Without AppleCare+
RT337LQW55P9W,B07R5QD598,4.0 out of 5 stars Running Earphone Showdown - These were my winner,Joe,4,"EDIT: 4 months inThe sound quality of these headphones are still great and I'm still really pleased with these being my final choice. That being said, I'm dropping it from 5 stars to 4 because the connectivity issues and power issues are driving me insane. And the fact that these are premium earbuds while still having these issues is just inane. Also, I have an android, so I'm not sure if these issues exist with Apple users or not (I'm guessing at least the second issue does, if not both).First: when you put the earbuds back in the case, you have to really work at finangling them inside the case to make sure they actually register as being put away and auto disconnect from the phone. This isn't the biggest issue, it's just maybe a 30 second annoyance. But 30 second annoyance every single time you put them away gets to be more and more annoying.Second: The earbuds have been losing charge inside the case. This didn't ever happen before until I recently went on a trip and flew somewhere. The earbuds were fully charged before takeoff, and completely dead at landing. I have no idea why this happened, but I assumed it was a fluke. It happened again on the way back. Since then, the earbuds have been draining to 0% in the case without me using them. I'm not sure if this is causation or even correlation, or just pure terrible coincidence. But it is infuriating. I'm showing up to workouts and can't use them because they're dead. It's also worth noting that I did the software update around the same time as the travel, so it could be because of that software update rather than something weird about flying (which probably makes more sense).Either way, it's absolutely infuriating.Again, sound quality is still there, but the stars will continue to drop if I can't get a fix at least for this second issue.Original Review:I was looking for new earphones specifically for fitness with the main usage test being running. I wanted to test across several price points to see which would be most worth the money. I've only had cheap running earphones before (though I have nicer cans that I use to listen with in other scenarios and some nice wired in ears for when I perform live). I don't really care about noise cancelling. My primary criteria were about comfort (and if it can stay in my ear while running), and the sound quality vs price (how much marginal return do I get per dollar). I ended up picking a premium pair because you can really notice how much more digital/fake the audio sounds when testing side by side, the lower down in price you go.(note: a lot of what I put were just notes I was jotting down while testing them. I try to do a more succinct summary in the first line of each option, and then it gets more rambly/random after that)In the running:Sony WF-1000XM4 $189.00 | Beats Fit Pro - $179 | Power Beats Pro - $179 | Jabra Elite 4 Active - $89 | JBL Endurance Peak 3 - $89.95 | Soundcore Sport X10 - $69.99 | JLab JBuds Air Sport - $69.88 | Golrex $29.99 | BMani T16 $39.99Here are my thoughts:Power Beats Pro - $179 (149) - My winner overallSounds great. It is not the best sound I've heard in earphones, but doesn't seem to lack anything. Has good thumpy bass, presence in the mids, and good clarity up high. Nothing to complain about the sound.Big/heavy case (doesn't matter that much, but I do take these on big hikes so smaller case would have been nicer)I think ultimately will be more comfortable for long use than the Fit pro. The stock medium tips fit fine, unlike the fit pro for some reason.Sounds essentially the exact same as the fit pro which makes senseBeats Fit Pro - $179I wanted this to be my favorite. It's light, small, has fun color options, and sounds great. But it ultimately was just not comfortable enough to leave in my ears for longer than 45 minutes. This would vary from person to person obviously.Pretty comfortable, but had to switch to the small eartips (only earbuds I had to switch from the medium/stock tips). Stays in the ears well, but I think that the whole thing being in there will get uncomfortable pushing my ears after a while. Really little case which is nice.Really great clarity, feels perfectCan't find any eq in the app, but I didn't feel the need to adjust any eq settings either, every band/frequency was very satisfying, so that's kind of nice not having to set it myselfSony WF-1000XM4 $189.00I believe this has a slightly fuller sound quality to it. Can't really pinpoint how or why, but seems to be the most superior sound quality of all of them. I thought it might be better bass but that's not it. I can't pick a part any individual component that seem superior, it just has an overall fuller soundThere just doesn't seem to be any way that these are going to stay in during a run. Would be great for any non-exercise application, but just wasn't what I was looking for. I would choose these if I were looking for just walk around town kind of earbuds.Jabra Elite 4 Active - $89Great clarity and bass out of the box. I am the kind of guy who can only really tell sound differences when a/b testing it. If I only listened to these earbuds, I would have been fully satisfied with the sound quality, the comfort, and the security. It's only because I tested it next to the premium models above that I decided not to go with this. But if this is your budget range, these are definitely the winners.Excessively comfortable, like the most comfortable of any of the earbuds (premiums included), and feel like they will stay in on a run even though they don't have any sort of little hook like the soundcore or powerbeats, or over ear hook like the others. Definitely the best ergonomics. Would take this over the JBL endurance or any other in the sub $150 price range.Soundcore Sport X10 - $69.99more satisfying for non edm music than the other options down below. Better separation for instruments and vocals.Compared against JLabs with blue tips in, the bass is more comparable. Soundcore keeps more clarity than on higher end (albeit a little tinny sounding), than JLabsBass is definitely much better than JLabs. It does feel a bit more muddy because of the heavier bass, there may have been better vocal clarity with JLabsEverything else seems fineANC is decentsmall profile is light, really comfortable and stays in the earsJLab JBuds Air Sport - $69.88bigger profile, slightly less comfortable than the Soundcore. Bass is lacking out of the box. There's better mid and high clarity on these than the soundcore.Bass improves a noticeable amount by switching to blue tips, but you lose some clarity higher upbass feels punchier in edm in these than x10These are definitely more satisfying for thumpy edm music than the x10The sound quality just feels lacking in depth, no matter which eq setting you choose.Has a connected usb charger on the case as a charger (rather than a separate chord to plug into both charger and power), which I don't think I likeJBL Endurance Peak 3 - $89.95Clear vocals and instruments in mids and highs. Slightly more clear and crisp than the soundcoreNice bass as well, (slightly worse bass than soundcore), less satisfying than the sound core on lyrical song but actually has punchier bass on edmPlenty loud (other reviews saying they don't get loud)The equalizer app gives lots of controlThis bass is also superior once equalized. So both bass and instrumental/vocals have more clarity. After messing with eq, is better than soundcore.This sounded perfectly fine until compared with higher tier, then when a/b compared it sounded a bit more fake, a bit more digital, definitely enough to notice a differenceGolrex $29.99It is okay sound, probably the best in this price range. If you just want something cheap that will give you sound, these are fine. If you care about sound quality even a little bit, it's worth it to get a better headset.There is no clarity at any frequency, just a decent amount of noise.Has an attempted cheap premium look with led interfaces.BMani T16 $39.99Sounds way below average, worse than the golrex.Really similar packaging and look to the golrex, so they're either just copying each other or made by the same people","Reviewed in the United States August 14, 2023",AFSRAJU6KF7ZSMZHCEC3IM34FTLA,TRUE,208,Color: NavyStyle: Powerbeats ProSet: Without AppleCare+
R7FPOTZIXQMHE,B07R5QD598,5.0 out of 5 stars Exceptional Performance,Fadi Shamaan,5,"I recently purchased the Beats Powerbeats Pro Wireless Earbuds and I am extremely impressed with their performance. These earbuds are truly exceptional in every way and I would give them a 5 out of 5 star rating.Firstly, the sound quality of these earbuds is outstanding. The bass is deep and the highs are crisp, providing an overall clear and balanced sound. Additionally, the volume can be turned up quite loud without any distortion, which is perfect for those who like to listen to their music at high volumes. The earbuds also provide excellent noise isolation, allowing you to fully immerse yourself in your music.One of the most impressive features of these earbuds is their battery life. With up to 9 hours of listening time, these earbuds can easily last an entire day without needing to be charged. This is especially impressive considering the compact size of the earbuds. The charging case also provides an additional 24 hours of battery life, meaning you can go days without needing to charge the earbuds.The Beats Powerbeats Pro also feature the Apple H1 headphone chip, which provides a seamless connection to your Apple devices. The earbuds connect instantly and stay connected without any issues. The Class 1 Bluetooth technology also provides an excellent range, allowing you to move freely without any loss of connection.These earbuds are also sweat and water-resistant, making them perfect for workouts or outdoor activities. The earbuds have been designed to stay securely in your ears, even during the most intense workouts.Finally, the built-in microphone on these earbuds is excellent. The microphone provides clear audio and cancels out any background noise, ensuring that your voice is heard loud and clear on phone calls.Overall, I highly recommend the Beats Powerbeats Pro Wireless Earbuds. They are an exceptional product that provides outstanding sound quality, long battery life, seamless connectivity, and are sweat and water-resistant. These earbuds are perfect for anyone looking for high-quality wireless earbuds that can keep up with their active lifestyle.Here's a comparison between the Beats Powerbeats Pro Wireless Earbuds and the Bose SoundSport Free Wireless EarbudsBeats Powerbeats Pro:• Price: $249.95• Connectivity: Class 1 Bluetooth• Battery Life: 9 hours (24 hours with case)• Charging Time: 5 minutes for 1.5 hours• Water Resistance: Sweat and water resistant (IPX4)• Microphone: Yes• Noise Cancellation: No• Audio Quality: Good• Design: Ear hooks for secure fit• Compatibility: Works with iOS and AndroidBose SoundSport Free:• Price: $199.00• Connectivity: Bluetooth 5.0• Battery Life: 5 hours (10 hours with case)• Charging Time: 2 hours• Water Resistance: Sweat and water resistant (IPX4)• Microphone: Yes• Noise Cancellation: No• Audio Quality: Very good• Design: Ear hooks for secure fit• Compatibility: Works with iOS and AndroidBoth the Beats Powerbeats Pro and the Bose SoundSport Free are great wireless earbuds with some similar features such as sweat and water resistance, ear hooks for secure fit, and microphone. However, there are some differences in terms of connectivity, battery life, and price.The Beats Powerbeats Pro has Class 1 Bluetooth which provides a longer range and stronger connectivity compared to the Bose SoundSport Free's Bluetooth 5.0. The Powerbeats Pro also has a longer battery life with 9 hours of listening time and 24 hours with the charging case compared to the Bose SoundSport Free's 5 hours of listening time and 10 hours with the charging case. However, the Powerbeats Pro is more expensive than the Bose SoundSport Free.In terms of audio quality, both earbuds have good sound quality, but the Bose SoundSport Free is considered to have a slightly better audio quality than the Powerbeats Pro. Additionally, neither earbud has noise cancellation.Overall, both earbuds are great options depending on your needs and budget. If you want longer battery life and stronger connectivity, the Beats Powerbeats Pro may be the better choice, but if you're looking for better value for your money and slightly better audio quality, the Bose SoundSport Free could be a good option.Here's a comparison between the Beats Powerbeats Pro Wireless Earbuds and the Sony WF-1000XM4 Wireless Earbuds in a points form:Beats Powerbeats Pro Wireless Earbuds:• Price: $249.95 USD• Battery Life: Up to 9 hours• Charging Case Battery Life: Up to 24 hours• Water Resistance: Sweat and water resistant• Bluetooth Version: Class 1 Bluetooth 5.0• Noise Cancellation: No• Transparency Mode: Yes• Voice Assistant: Siri (iOS) / Google Assistant (Android)• Driver Size: 9mm• Weight: 20.3gSony WF-1000XM4 Wireless Earbuds:• Price: $279.99 USD• Battery Life: Up to 8 hours (with ANC on)• Charging Case Battery Life: Up to 24 hours• Water Resistance: IPX4 water resistance• Bluetooth Version: Bluetooth 5.2• Noise Cancellation: Yes, with advanced ANC technology• Transparency Mode: Yes• Voice Assistant: Google Assistant / Alexa• Driver Size: 6mm• Weight: 7.3gAs you can see, the Beats Powerbeats Pro have a longer battery life and are sweat and water-resistant, making them ideal for workouts and outdoor activities. However, the Sony WF-1000XM4 offer advanced noise cancellation technology and are lighter in weight.The price difference is also worth noting, with the Sony WF-1000XM4 being more expensive than the Beats Powerbeats Pro. Ultimately, the choice between the two will depend on your personal preferences and needs.","Reviewed in the United States April 6, 2023",AH2UZ52SQ4HSIYYUEBYBY6R76JEA,TRUE,126,Color: BlackStyle: Powerbeats ProSet: Without AppleCare+
R18ML2DXNSHGXX,B07R5QD598,1.0 out of 5 stars I didn't know a product could be so poorly designed.,RIR,1,"This is a review for use with android and macbook proTLDR most glitchy product i've ever had in my life. Updates are few and far between and bring new glitches. Most common glitch is sound going out of sync between left and right resulting in delay, and feeling of echo in the audio: it's infuriating and requires disconnect and reconnect: sometimes with waiting in between or having to repair from box which makes the big bulky charge box a must carry everywhere: can't exactly go ona run with that thing.Imagine having to interrupt your sports routine 2-4 times to get these things working, does that make you want to work out more or less?Since i first bought them, they have been nothing but glitchy, and it took two months to have them replaced on apple care (because apple after sale service is a joke) so i made a glitch diary over the past few weeks to write this review.Android: many of these glitches are not android dependent but rather location/movement dependent, or where you put your phone dependent, or what your phone is touching dependent or next to what appliance you're standing dependent and sometimes audio app dependent (switching apps resolves the glitch).Glitches are ""seasonal"" they come and go, though some are constant. But there's always something new.-Worst and by most common glitch: the earbuds often go out of sync resulting in an echo (bc of the delay btw one ear and the other). This one is infuriating/maddening: happens everyday many times. Sometimes i just live with it because i don't want to go through the motions of disconnecting/wait/reconnect but the sync keeps drifting and it gets jarring/disorienting after a while: like chinese drip torture.- powerbeats connect, sound still comes from phone speakers-“skipping sound effect” from the connection faltering-sometimes nonstop struggle to stay in sync, stay connected-Sounds cuts in and out repeatedly with random intervals (on... off........ on.... off... on........ off...)-put them in a box and close it only to realize they’re still connected and the sound is coming out of the box still, but sometimes the opposite problem occurs: i'd be listening from macbook speakers and they. randomly connect to the laptop and start playing from within the box, and pause playback. Must turn off bluetooth on device to recover sound from speakers.-sometimes resumes all audio app after you pause and play (eg pause podcast, hit play, youtube, podcasts, audible all start playing together at the same time)- Different buttons/functions cease to work, sometimes all buttons won’t respond (sound plays buttons unresponsive), sometimes just some buttons, just volume or play, or just one earbud.-Sometimes buttons work but no sound (can see the app play/pause on the screen)-Sometimes connects (as confirmed by connection sound and bluetooth menu on phone) but no sound and buttons unresponsive. Sometimes no sound though buttons can play/pause-lag between commands and response (btw hitting play and music playing, pause and music pausing)- often disconnects from phone after a call: when you hang up sound resumes from phone speakers-sometimes disconnects during call making me run back to phone to continue call on phone- sometimes one of the earbuds ""forgets"" its charged straight out of the box, putting it back in the charge box ""reminds"" it it's actually full (goes from 0% to 100% immediately): imagine you put them on step out of the. house and realize one of the earbuds is acting dead, now you have to go back home, stick it in the huge box you don't want to carry around and. then g et back to your run/bike/routine-rarely, one earbud ""dies"" and needs to be placed in charging box for a long while before it comes back to ""life""-updates few and far between and bring new glitches- EVERYTIME I ride (bike) through specific intersections it ""slices"" the connection: audio goes out though the app continues to play and the connection is still established in the bluetooth menu.Recently (new ""seasonal"" glitches since last update ):-just doesn't automatically connect when i open box and put them on, I have to manually connect them from the bluetooth menu, sometimes i have to repair them from the box.- one ear starts playing immediately, other earbud takes 6-9 seconds to connect, during which you're standing there. waiting to see if it's this glitch or the one where one of the earbuds thinks it's empty and needs to be put back in the box to remember it's full.-earbuds connect but they don't make the connection sound so you don't know if they've connected or not without playing something- entire volume range is on the bottom three increments of the volume bar, goes from no sound (one volume click up) 50% volume (one volume click up) 100% volume and all the rest of the range no matter how much you volume up/down, remains at 100% volume.Macbook pro-refuses to connect/reconnect to macbook pro, no idea why, requires a factory reset and re pairing-randomly switches to another device mid use (from phone to macbook pro or vice versa)Sound Quality: bass ok, HIGH TREBLE many podcasts sound like there's a hissing in your ear when they pronounce the letter S. Overall sound is good but the hissing from the high trebble is annoying: one solution to this i found was to use biggest size rubber buds and shove them well into your ear: enhances bass and mitigates treble.Customer service: took nine days to ship them back to some facility to have them ""looked at"" decided they were fine within twenty minutes (i know this because they have a link to a tracker) and returned them to me (they had to overnight ship them when I blew a gasket at the store when i realized the confirmation email after nine days was just for their receipt of the product at the repair facility and not that they were done and ready for pickup: nine days, just to get from the store to the ""repair"" facility).Had to return twice more and both times same thing: they receive them, immediately decide nothing wrong with them, return them: spent the whole summer without the product i had bought SPECIFICALLY for that summer. In the end some ""genius"" i paris told me it was because they were labeling the problem as ""permanent"" as opposed to ""intermittent"" (permanent means it's always there and so it should show right out of the box)Please comment if you've been having any of these problems.thanks100% would not recommend","Reviewed in the United States October 14, 2020",AHODWZEEKYACPAUAQYJHC5MGJDQA,TRUE,179,Color: BlackStyle: Powerbeats ProSet: Without AppleCare+
R2JM8QF4VJXJPL,B07R5QD598,5.0 out of 5 stars Worth every penny (especially on sale),Wes Gearhart,5,"The media could not be loaded. GET APPLE CARE!!!! Set of buds this pricey warrants protection! The sound quality is A+. The EQ interface is excellent, tuning the spatial and getting the sound perfect is super easy, you’ll have nice bass and clear highs and mids in no time… Also it runs like a dream on iOS devices, love the fact that I can listen with friends that also have beats on the same device. With a good carrying case these things are INDESTRUCTIBLE! I’ve had them in the pool, at the gym. The fit is great too, so comfortable I have worn them thru 18hr work days and they haven’t let me down yet. My ONLY problem is that Apple hasn’t updated us on wether MagSafe capabilities are coming in the future, and WE NEED MORE COLOR OPTIONS!!! As of now only black, Ivory and Dark Navy (basically black) are available. All in all, best buds Ive ever owned","Reviewed in the United States June 25, 2024",AHG4SAL4W2PZHUTL2D6AITQL2DBQ,TRUE,16,Color: BlackStyle: Powerbeats ProSet: Without AppleCare+
RD30L8S9B1U8X,B07R5QD598,"5.0 out of 5 stars Second pair, works great, one headphone acting up",kahefuerte,5,This is my second set of these exact headphones. I absolutely love them but I am seeing a pattern with them after about 6 months-1 year.Pros:- Really great battery life.-iPhone reads texts to me out loud through them as well as other notifications.- Case feels protective- Great Sound Qualify-Good MicCons--Case is a little big for my liking-After about 6 months the case stops holding charge for as long-After about 6 months one headphone either has trouble connecting at the same time as the other or it won't charge correctly when in the case so I have to finagle with it until I see that it is charging.- Occasionally there is a high pitched sound that will play from one headphone as though you have a mic too close to a speaker and you need to wait for the headphone to die before it resets itself.,"Reviewed in the United States July 16, 2024",AEV7YNSHXGZMOADQNDQSRJEHCVKA,TRUE,0,Color: NavyStyle: Powerbeats ProSet: Without AppleCare+
R6G5GS8T30BRT,B07R5QD598,4.0 out of 5 stars Great but not perfect,Noneh,4,"The sound quality is great, the battery life is great, my only complain is the charging case. The charging case is somewhat large but not a big issue, the prongs that magneticly attach to the earbuds sometimes don't make a connection making you think they are charging when they are not. If you keep them clean it should help a little. Other than that, these are great but pricy. I would still buy them again if I ever lost or broke them though. Highly recommend for gym earbuds, they stay on even when sweaty, and they sound great.","Reviewed in the United States July 17, 2024",AGTKI2T63TEWOCZ7RTSC3O4OALOQ,TRUE,0,Color: BlackStyle: Powerbeats ProSet: Without AppleCare+
